Algorithm,Log Source,Log,Complete-Window Size,Detection-Window Size,Stable Period,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,P-Value,Min Adaptive Window,Max Adaptive Window,MRID,Epsilon,Window Size,SW Step Size,ADWIN Step Size
LCDD,AdditionalLogs,recurring_drift_04,100.0,100.0,200.0,"[109, 215, 316, 417, 517, 627, 729, 835, 935, 1036, 1159, 1262, 1362, 1463]","[500, 1000]",0.25,26.5,00:00:00,0.0123373000024002,8.224866668266866e-06,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_05,1200.0,1200.0,50.0,[1316],"[500, 1000]",,,00:00:00,0.0208486000046832,1.489185714620232e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_06,400.0,400.0,200.0,"[411, 913, 1392]","[500, 1000]",0.8,88.0,00:00:00,0.0702696000007563,5.019257142911166e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_06,200.0,200.0,150.0,"[281, 543, 913, 1135, 1392]","[500, 1000]",0.5714285714285715,65.0,00:00:00,0.0588945999988936,4.20675714277812e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_05,200.0,200.0,50.0,"[201, 403, 627, 828, 1104, 1309]","[500, 1000]",0.5,100.5,00:00:00,0.0171425999942584,1.2244714281613206e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,"[720, 1620]","[500, 1000]",,,00:00:07,7.965551100001903,0.0053103674000012,0.05,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_07,,,,"[519, 1038]","[500, 1000]",1.0,28.5,00:00:00,0.312243699998362,0.0002081624666655,0.05,200.0,400.0,,,,,
LCDD,AdditionalLogs,recurring_drift_02,400.0,400.0,20.0,"[440, 841, 1258]","[500, 1000]",0.8,109.5,00:00:00,0.0282743999996455,1.884959999976369e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_07,800.0,800.0,5.0,[915],"[500, 1000]",0.6666666666666666,85.0,00:00:00,0.0085317999983089,6.094142855934998e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_03,,,,"[530, 1083]","[500, 1000]",1.0,56.5,00:00:02,2.0468868000025395,0.0014620620000018,0.005,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_07,,,,"[625, 1545]","[500, 1000]",0.5,125.0,00:00:07,7.902672399999574,0.0056447659999996,0.005,200.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_03,200.0,200.0,5.0,"[219, 446, 657, 911, 1116, 1333]","[500, 1000]",0.5,71.5,00:00:00,0.0124647999982698,8.309866665513255e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,[726],"[500, 1000]",,,00:00:02,2.887773700000253,0.0019251824666668,0.0001,300.0,500.0,,,,,
LCDD,AdditionalLogs,sudden_drift_07,1200.0,1200.0,200.0,[1324],"[500, 1000]",,,00:00:00,0.0137460000041755,9.164000002783724e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,"[612, 1212]","[500, 1000]",0.5,112.0,00:00:03,3.675741999999445,0.0024504946666662,0.05,400.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_01,200.0,200.0,200.0,"[263, 504, 708, 977, 1261]","[500, 1000]",0.5714285714285715,13.5,00:00:00,0.0241271999984746,1.608479999898312e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_05,,,,"[498, 1041]","[500, 1000]",1.0,21.5,00:00:05,5.377315500001714,0.0038409396428583,0.0001,300.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_00,,,,"[558, 1181]","[500, 1000]",1.0,119.5,00:00:02,2.2870040999987395,0.0015246693999991,0.005,300.0,600.0,,,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_08,,,,"[np.float64(342.85714285714283), np.float64(439.73333333333335), np.float64(571.6153846153846), np.float64(689.0), np.float64(777.3333333333334), np.float64(946.1666666666666), np.float64(1143.0), np.float64(1239.0), np.float64(1278.0), np.float64(1314.5), np.float64(1364.5)]","[500, 1000]",0.3076923076923077,57.05000000000001,00:00:00,0.5780819999999949,0.0004129157142857,,,,300.0,30.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_08,,,,"[np.float64(704.9333333333333), np.float64(1143.0), np.float64(1302.0)]","[500, 1000]",0.4,143.0,00:00:00,0.5780819999999949,0.0004129157142857,,,,300.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_08,,,,"[np.float64(653.4466019417475), np.float64(1302.0)]","[500, 1000]",0.5,153.44660194174753,00:00:00,0.5780819999999949,0.0004129157142857,,,,300.0,90.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_08,,,,[np.float64(694.7181818181818)],"[500, 1000]",0.6666666666666666,194.71818181818185,00:00:00,0.5780819999999949,0.0004129157142857,,,,300.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_08,,,,[np.float64(694.7181818181818)],"[500, 1000]",0.6666666666666666,194.71818181818185,00:00:00,0.5780819999999949,0.0004129157142857,,,,300.0,150.0,,,
LCDD,AdditionalLogs,recurring_drift_09,600.0,600.0,20.0,[],"[500, 1000]",,,00:00:00,0.0276844000036362,1.845626666909084e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_02,,,,"[717, 1368]","[500, 1000]",,,00:00:07,7.080432399998244,0.0047202882666654,0.05,300.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_01,1200.0,1200.0,150.0,[1261],"[500, 1000]",,,00:00:00,0.1609262999991187,0.0001072841999994,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_01,200.0,200.0,150.0,"[213, 448, 795, 1000, 1254]","[500, 1000]",0.5714285714285715,26.0,00:00:00,0.0275456999952439,1.836379999682928e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_01,,,,"[335, 647, 959, 1738]","[500, 1000]",0.6666666666666666,94.0,00:00:02,2.325183900000411,0.0015501226000002,0.1,100.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_04,,,,"[540, 1188]","[500, 1000]",1.0,114.0,00:00:00,0.2876332000014372,0.0002054522857153,0.005,300.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_01,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.4233821000016178,0.0003024157857154,0.0001,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_04,,,,"[660, 1260]","[500, 1000]",0.5,160.0,00:00:02,2.1841786000004504,0.0014561190666669,0.0001,400.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_07,200.0,200.0,5.0,"[416, 713, 915, 1220]","[500, 1000]",0.6666666666666666,84.5,00:00:00,0.0113095999986398,8.078285713314211e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_04,,,,"[490, 1143]","[500, 1000]",1.0,76.5,00:00:01,1.432156800001394,0.0010229691428581,0.05,300.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_03,600.0,600.0,20.0,"[600, 1390]","[500, 1000]",0.5,100.0,00:00:00,0.0080030999961309,5.716499997236366e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_06,,,,"[812, 1262]","[500, 1000]",0.5,188.0,00:00:02,2.614437700001872,0.0017429584666679,0.1,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_02,,,,"[550, 925]","[500, 1000]",1.0,62.5,00:00:01,1.4245931999976165,0.0009497287999984,0.1,100.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_06,100.0,100.0,20.0,"[127, 235, 336, 451, 553, 666, 768, 878, 986, 1088, 1195, 1297, 1397]","[500, 1000]",0.2666666666666667,31.5,00:00:00,0.0812882999962312,5.419219999748748e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_06,,,,"[550, 862, 1442]","[500, 1000]",0.8,94.0,00:00:09,9.19425179999962,0.0061295011999997,0.05,100.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_02,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.4039286999977776,0.0002885204999984,0.1,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_07,,,,"[528, 1062]","[500, 1000]",1.0,45.0,00:00:04,4.305647199995292,0.0028704314666635,0.005,300.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_07,300.0,300.0,150.0,"[502, 1000]","[500, 1000]",1.0,1.0,00:00:00,0.0114663000058499,7.644200003899945e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,[726],"[500, 1000]",,,00:00:03,3.889324399999168,0.0025928829333327,0.0001,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,"[716, 1079]","[500, 1000]",0.5,79.0,00:00:00,0.5644100999998045,0.0003762733999998,0.005,400.0,500.0,,,,,
LCDD,AdditionalLogs,sudden_drift_07,600.0,600.0,5.0,[913],"[500, 1000]",0.6666666666666666,87.0,00:00:00,0.0121922999969683,8.128199997978906e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,"[704, 1046, 1306]","[500, 1000]",0.4,46.0,00:00:02,2.711252400004014,0.0018075016000026,0.005,100.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_02,,,,"[741, 1474]","[500, 1000]",,,00:00:03,3.5406671999953687,0.0023604447999969,0.05,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_04,,,,[634],"[500, 1000]",0.6666666666666666,134.0,00:00:01,1.4238591999965138,0.0009492394666643,0.05,400.0,400.0,,,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_08,,,,"[np.float64(547.125), np.float64(715.5), np.float64(822.5), np.float64(995.5), np.float64(1145.0), np.float64(1189.0), np.float64(1263.4), np.float64(1437.125)]","[500, 1000]",0.4,25.8125,00:00:00,0.5426571000061813,0.0003617714000041,,,,400.0,40.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_08,,,,[np.float64(875.1827956989247)],"[500, 1000]",0.6666666666666666,124.81720430107532,00:00:00,0.5426571000061813,0.0003617714000041,,,,400.0,80.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_08,,,,[np.float64(814.980198019802)],"[500, 1000]",0.6666666666666666,185.01980198019805,00:00:00,0.5426571000061813,0.0003617714000041,,,,400.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_08,,,,[np.float64(814.980198019802)],"[500, 1000]",0.6666666666666666,185.01980198019805,00:00:00,0.5426571000061813,0.0003617714000041,,,,400.0,160.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_08,,,,[np.float64(814.980198019802)],"[500, 1000]",0.6666666666666666,185.01980198019805,00:00:00,0.5426571000061813,0.0003617714000041,,,,400.0,200.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_02,,,,"[np.float64(654.5714285714286), np.float64(846.25), np.float64(1057.52), np.float64(1377.0), np.float64(1474.0)]","[500, 1000]",0.5714285714285715,106.04571428571428,00:00:00,0.5865201999986311,0.0003910134666657,,,,600.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_02,,,,"[np.float64(897.6585365853658), np.float64(1425.5)]","[500, 1000]",0.5,102.34146341463418,00:00:00,0.5865201999986311,0.0003910134666657,,,,600.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_02,,,,[np.float64(944.5777777777778)],"[500, 1000]",0.6666666666666666,55.42222222222222,00:00:00,0.5865201999986311,0.0003910134666657,,,,600.0,180.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_02,,,,[np.float64(929.2173913043479)],"[500, 1000]",0.6666666666666666,70.78260869565213,00:00:00,0.5865201999986311,0.0003910134666657,,,,600.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_02,,,,[np.float64(929.2173913043479)],"[500, 1000]",0.6666666666666666,70.78260869565213,00:00:00,0.5865201999986311,0.0003910134666657,,,,600.0,300.0,,,
LCDD,AdditionalLogs,recurring_drift_03,800.0,800.0,50.0,[1348],"[500, 1000]",,,00:00:00,0.0167058000006363,1.1137200000424247e-05,,,,,,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_07,,,,[],"[500, 1000]",,,00:00:00,0.2722176999959629,0.0001814784666639,,,,700.0,70.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_07,,,,[],"[500, 1000]",,,00:00:00,0.2722176999959629,0.0001814784666639,,,,700.0,140.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_07,,,,[],"[500, 1000]",,,00:00:00,0.2722176999959629,0.0001814784666639,,,,700.0,210.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_07,,,,[],"[500, 1000]",,,00:00:00,0.2722176999959629,0.0001814784666639,,,,700.0,280.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_07,,,,[],"[500, 1000]",,,00:00:00,0.2722176999959629,0.0001814784666639,,,,700.0,350.0,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_01,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.4586447999972733,0.0003276034285694,0.005,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_00,,,,"[716, 1364]","[500, 1000]",,,00:00:02,2.247697099999641,0.0016054979285711,0.0001,100.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_07,1200.0,1200.0,200.0,[],"[500, 1000]",,,00:00:00,0.0114135999974678,7.609066664978552e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,"[216, 470, 686, 1109, 1363]","[500, 1000]",0.5714285714285715,69.5,00:00:05,5.455742300000566,0.0036371615333337,0.1,100.0,500.0,,,,,
LCDD,AdditionalLogs,gradual_drift_04,600.0,600.0,200.0,"[655, 1334]","[500, 1000]",0.5,155.0,00:00:00,0.011804600006144,8.431857147245735e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,"[607, 1147]","[500, 1000]",1.0,127.0,00:00:02,2.1544748000014806,0.0014363165333343,0.005,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,[728],"[500, 1000]",,,00:00:59,59.41279029999714,0.0396085268666647,0.0001,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,[676],"[500, 1000]",0.6666666666666666,176.0,00:00:04,4.3185126000025775,0.0028790084000017,0.0001,100.0,600.0,,,,,
LCDD,AdditionalLogs,recurring_drift_03,400.0,400.0,50.0,"[500, 911, 1348]","[500, 1000]",0.8,44.5,00:00:00,0.0129878999941865,8.658599996124394e-06,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_03,800.0,800.0,150.0,[816],"[500, 1000]",0.6666666666666666,184.0,00:00:00,0.01218869999866,8.125799999106676e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_02,,,,"[562, 1081]","[500, 1000]",1.0,71.5,00:00:04,4.049738100002287,0.0026998254000015,0.0001,200.0,500.0,,,,,
LCDD,AdditionalLogs,gradual_drift_02,600.0,600.0,50.0,"[612, 1245]","[500, 1000]",0.5,112.0,00:00:00,0.0276746999952592,1.976764285375664e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,"[519, 1040]","[500, 1000]",1.0,29.5,00:00:02,2.56565910000063,0.0017104394000004,0.1,200.0,600.0,,,,,
LCDD,AdditionalLogs,recurring_drift_08,400.0,400.0,100.0,"[426, 874, 1324]","[500, 1000]",0.8,100.0,00:00:00,0.0147677999993902,9.845199999593507e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_03,,,,[672],"[500, 1000]",0.6666666666666666,172.0,00:00:01,1.0566601999962586,0.0007044401333308,0.0001,300.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_05,400.0,400.0,10.0,"[423, 995, 1497]","[500, 1000]",0.8,41.0,00:00:00,0.0183475000012549,1.2231666667503303e-05,,,,,,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_06,,,,"[np.float64(970.0), np.float64(1170.5), np.float64(1392.0)]","[500, 1000]",0.4,30.0,00:00:00,0.748362599995744,0.0005345447142826,,,,800.0,80.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_06,,,,"[np.float64(992.2777777777778), np.float64(1392.0)]","[500, 1000]",0.5,7.722222222222172,00:00:00,0.748362599995744,0.0005345447142826,,,,800.0,160.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_06,,,,[np.float64(1013.3157894736842)],"[500, 1000]",0.6666666666666666,13.315789473684164,00:00:00,0.748362599995744,0.0005345447142826,,,,800.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_06,,,,[np.float64(1013.3157894736842)],"[500, 1000]",0.6666666666666666,13.315789473684164,00:00:00,0.748362599995744,0.0005345447142826,,,,800.0,320.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_06,,,,[np.float64(853.9230769230769)],"[500, 1000]",0.6666666666666666,146.0769230769231,00:00:00,0.748362599995744,0.0005345447142826,,,,800.0,400.0,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_02,,,,[779],"[500, 1000]",,,00:00:00,0.9026853999966988,0.0006017902666644,0.0001,300.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_04,300.0,300.0,150.0,"[306, 628, 1000, 1475]","[500, 1000]",0.6666666666666666,64.0,00:00:00,0.0172033999988343,1.1468933332556238e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_05,600.0,600.0,150.0,"[657, 1309]","[500, 1000]",0.5,157.0,00:00:00,0.1532565000015893,0.0001094689285725,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_03,,,,"[526, 1079]","[500, 1000]",1.0,52.5,00:00:02,2.001320299998042,0.0014295144999986,0.05,300.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_05,800.0,800.0,150.0,[1000],"[500, 1000]",0.6666666666666666,0.0,00:00:00,0.0158214000039151,1.0547600002610124e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:01,1.0794603000031202,0.0007710430714308,0.0001,400.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_01,400.0,400.0,50.0,"[424, 1043]","[500, 1000]",1.0,59.5,00:00:00,0.0317795000009937,2.1186333333995816e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[529, 1048]","[500, 1000]",1.0,38.5,00:00:01,1.4652820000046631,0.0009768546666697,0.005,200.0,400.0,,,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_06,,,,"[np.float64(422.5), np.float64(483.0), np.float64(556.5), np.float64(627.5), np.float64(726.5), np.float64(962.8275862068965), np.float64(1135.0), np.float64(1208.0), np.float64(1392.0)]","[500, 1000]",0.3636363636363636,27.086206896551744,00:00:00,0.7555332999982056,0.0005396666428558,,,,300.0,30.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_06,,,,"[np.float64(489.0833333333333), np.float64(726.5), np.float64(962.8275862068965), np.float64(1135.0), np.float64(1208.0), np.float64(1392.0)]","[500, 1000]",0.5,24.044540229885087,00:00:00,0.7555332999982056,0.0005396666428558,,,,300.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_06,,,,"[np.float64(489.0833333333333), np.float64(726.5), np.float64(983.53125), np.float64(1392.0)]","[500, 1000]",0.6666666666666666,13.692708333333345,00:00:00,0.7555332999982056,0.0005396666428558,,,,300.0,90.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_06,,,,"[np.float64(453.05555555555554), np.float64(983.53125), np.float64(1392.0)]","[500, 1000]",0.8,31.70659722222223,00:00:00,0.7555332999982056,0.0005396666428558,,,,300.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_06,,,,"[np.float64(429.3157894736842), np.float64(983.53125), np.float64(1392.0)]","[500, 1000]",0.8,43.57648026315789,00:00:00,0.7555332999982056,0.0005396666428558,,,,300.0,150.0,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_07,,,,"[519, 1038]","[500, 1000]",1.0,28.5,00:00:00,0.3281387000024551,0.0002187591333349,0.05,200.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[600, 1349]","[500, 1000]",0.5,100.0,00:00:01,1.462806499999715,0.0009752043333331,0.05,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,"[551, 811, 1071]","[500, 1000]",0.8,61.0,00:00:03,3.1016254999995,0.002067750333333,0.005,300.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_04,800.0,800.0,150.0,[849],"[500, 1000]",0.6666666666666666,151.0,00:00:00,0.0182352000047103,1.2156800003140234e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_04,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.1681651000035344,0.0001201179285739,0.05,400.0,700.0,,,,,
LCDD,AdditionalLogs,gradual_drift_08,600.0,600.0,50.0,"[607, 1235]","[500, 1000]",0.5,107.0,00:00:00,0.0102583000043523,7.327357145965964e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_01,,,,[600],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.731867800001055,0.0004879118666673,0.1,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_04,,,,"[584, 1232]","[500, 1000]",0.5,84.0,00:00:01,1.755963099996734,0.0011706420666644,0.005,300.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_07,400.0,400.0,20.0,"[502, 1000]","[500, 1000]",1.0,1.0,00:00:00,0.013422800002445,8.948533334963334e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_04,,,,"[640, 1178]","[500, 1000]",1.0,159.0,00:00:04,4.640780300003826,0.0030938535333358,0.0001,200.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_03,100.0,100.0,150.0,"[127, 246, 361, 475, 581, 738, 865, 972, 1082, 1187, 1299]","[500, 1000]",0.3076923076923077,26.5,00:00:00,0.0159260000000358,1.1375714285739895e-05,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_06,600.0,600.0,5.0,[672],"[500, 1000]",0.6666666666666666,172.0,00:00:00,0.0748318999976618,4.988793333177455e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_04,,,,"[567, 1317]","[500, 1000]",0.5,67.0,00:00:01,1.9849543999953312,0.0013233029333302,0.1,200.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_01,,,,"[587, 1136]","[500, 1000]",1.0,111.5,00:00:06,6.312082899996312,0.0042080552666642,0.0001,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[600, 1320]","[500, 1000]",0.5,100.0,00:00:00,0.5176809000040521,0.0003451206000027,0.0001,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_06,,,,[],"[500, 1000]",,,00:00:11,11.767776699998649,0.0078451844666657,0.0001,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[539, 1127]","[500, 1000]",1.0,83.0,00:00:06,6.440676899997925,0.0042937845999986,0.0001,200.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_00,100.0,100.0,50.0,"[100, 200, 328, 502, 604, 706, 836, 942, 1043, 1210, 1310, 1435]","[500, 1000]",0.2857142857142857,22.5,00:00:00,0.0101039000001037,6.7359333334025e-06,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_08,200.0,200.0,50.0,"[208, 416, 649, 862, 1070, 1278]","[500, 1000]",0.5,77.0,00:00:00,0.0121763000061037,8.69735714721693e-06,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_08,1200.0,1200.0,10.0,[1235],"[500, 1000]",,,00:00:00,0.0170311999972909,1.2165142855207836e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_03,,,,"[626, 1166]","[500, 1000]",1.0,146.0,00:00:02,2.719222799998533,0.001812815199999,0.1,100.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_09,,,,"[454, 973]","[500, 1000]",1.0,36.5,00:00:01,1.7664723000052618,0.0011776482000035,0.1,200.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,"[551, 1035]","[500, 1000]",1.0,43.0,00:00:24,24.34305630000017,0.0162287042000001,0.0001,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,"[541, 1081]","[500, 1000]",1.0,61.0,00:00:00,0.3005315999980666,0.0002003543999987,0.05,300.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[600, 1216, 1432]","[500, 1000]",0.4,100.0,00:00:00,0.5820782000009785,0.0003880521333339,0.005,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_06,,,,[],"[500, 1000]",,,00:00:04,4.808020399999805,0.0032053469333332,0.0001,300.0,600.0,,,,,
LCDD,AdditionalLogs,recurring_drift_01,300.0,300.0,20.0,"[348, 660, 977, 1277]","[500, 1000]",0.6666666666666666,87.5,00:00:00,0.0306526000058511,2.043506667056742e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,[864],"[500, 1000]",0.6666666666666666,136.0,00:00:00,0.3192400999978417,0.0002128267333318,0.005,400.0,600.0,,,,,
LCDD,AdditionalLogs,recurring_drift_03,100.0,100.0,100.0,"[122, 252, 370, 499, 603, 786, 893, 1019, 1120, 1231, 1333]","[500, 1000]",0.3076923076923077,10.0,00:00:00,0.0112560999987181,7.504066665812085e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_04,,,,"[609, 1257]","[500, 1000]",0.5,109.0,00:00:02,2.4552662999994936,0.0016368441999996,0.0001,300.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_04,600.0,600.0,20.0,"[628, 1277]","[500, 1000]",0.5,128.0,00:00:00,0.0107464000029722,7.164266668648149e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_08,,,,"[495, 1157]","[500, 1000]",1.0,81.0,00:00:01,1.8085437000045204,0.0012918169285746,0.1,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_03,,,,"[529, 1062]","[500, 1000]",1.0,45.5,00:00:02,2.5338316000052146,0.0018098797142894,0.005,200.0,600.0,,,,,
LCDD,AdditionalLogs,recurring_drift_04,600.0,600.0,5.0,"[628, 1277]","[500, 1000]",0.5,128.0,00:00:00,0.0137987999987672,9.19919999917814e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_04,,,,[632],"[500, 1000]",0.6666666666666666,132.0,00:00:01,1.3661236999978428,0.0009107491333318,0.1,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_05,,,,[557],"[500, 1000]",0.6666666666666666,57.0,00:00:04,4.420921699995233,0.0029472811333301,0.05,300.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_00,300.0,300.0,50.0,"[502, 1000]","[500, 1000]",1.0,1.0,00:00:00,0.0098357000024407,6.557133334960478e-06,,,,,,,,
