Algorithm,Log Source,Log,Complete-Window Size,Detection-Window Size,Stable Period,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,P-Value,Min Adaptive Window,Max Adaptive Window,MRID,Epsilon,Window Size,SW Step Size,ADWIN Step Size
LCDD,AdditionalLogs,sudden_drift_07,600.0,600.0,200.0,[913],"[500, 1000]",0.6666666666666666,87.0,00:00:00,0.010006999997131,6.671333331420708e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[546, 1010, 1658]","[500, 1000]",0.8,28.0,00:00:06,6.641636400003335,0.0044277576000022,0.1,100.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_04,,,,"[541, 1616]","[500, 1000]",0.5,41.0,00:00:13,13.184679000005415,0.0094176278571467,0.0001,100.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_06,,,,"[750, 980, 1197]","[500, 1000]",0.4,20.0,00:00:04,4.849645599999349,0.0032330970666662,0.05,200.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_01,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.591419099997438,0.0004224422142838,0.1,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_04,,,,"[490, 1143]","[500, 1000]",1.0,76.5,00:00:01,1.4991407999987132,0.0010708148571419,0.05,300.0,500.0,,,,,
LCDD,AdditionalLogs,sudden_drift_07,800.0,800.0,10.0,[913],"[500, 1000]",0.6666666666666666,87.0,00:00:00,0.0136600000041653,9.10666666944356e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_06,100.0,100.0,200.0,"[143, 248, 356, 464, 569, 672, 778, 882, 986, 1183, 1318, 1454]","[500, 1000]",0.2857142857142857,25.0,00:00:00,0.0742860999962431,4.9524066664162094e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_07,400.0,400.0,150.0,"[501, 913, 1324]","[500, 1000]",0.8,44.0,00:00:00,0.0131956999975955,8.797133331730341e-06,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_06,600.0,600.0,5.0,"[805, 1452]","[500, 1000]",0.5,195.0,00:00:00,0.0758654000019305,5.057693333462036e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_01,1200.0,1200.0,10.0,[1254],"[500, 1000]",,,00:00:00,0.0306991000034031,2.046606666893543e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_03,200.0,200.0,100.0,"[275, 533, 784, 994, 1205]","[500, 1000]",0.5714285714285715,19.5,00:00:00,0.0125063000014051,8.933071429575127e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_01,1200.0,1200.0,10.0,[1261],"[500, 1000]",,,00:00:00,0.0311105999935534,2.074039999570232e-05,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_01,800.0,800.0,150.0,[1261],"[500, 1000]",,,00:00:00,0.0306358999951044,2.0423933330069606e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_05,,,,"[604, 1144]","[500, 1000]",1.0,124.0,00:00:03,3.751335099994322,0.0025008900666628,0.0001,100.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_00,,,,"[554, 1073]","[500, 1000]",1.0,63.5,00:00:00,0.965768100002606,0.0006438454000017,0.05,200.0,600.0,,,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_05,,,,"[np.float64(668.0), np.float64(949.4285714285714), np.float64(1133.75), np.float64(1312.5)]","[500, 1000]",0.6666666666666666,109.28571428571428,00:00:00,0.3234019000010448,0.0002310013571436,,,,600.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_05,,,,"[np.float64(1016.4545454545455), np.float64(1312.5)]","[500, 1000]",0.5,16.454545454545496,00:00:00,0.3234019000010448,0.0002310013571436,,,,600.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_05,,,,[np.float64(1062.0)],"[500, 1000]",0.6666666666666666,62.0,00:00:00,0.3234019000010448,0.0002310013571436,,,,600.0,180.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_05,,,,[np.float64(1062.0)],"[500, 1000]",0.6666666666666666,62.0,00:00:00,0.3234019000010448,0.0002310013571436,,,,600.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_05,,,,[],"[500, 1000]",,,00:00:00,0.3234019000010448,0.0002310013571436,,,,600.0,300.0,,,
LCDD,AdditionalLogs,sudden_drift_07,1200.0,1200.0,50.0,[1324],"[500, 1000]",,,00:00:00,0.0105091000004904,7.006066666993623e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_08,,,,[],"[500, 1000]",,,00:00:19,19.118323599999712,0.0136559454285712,0.0001,200.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_05,600.0,600.0,150.0,"[645, 1337]","[500, 1000]",0.5,145.0,00:00:00,0.0193327000015415,1.288846666769435e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_00,,,,"[594, 1113]","[500, 1000]",1.0,103.5,00:00:01,1.8565883999981447,0.0013261345714272,0.1,200.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_02,1200.0,1200.0,200.0,[1224],"[500, 1000]",,,00:00:00,0.0323319000017363,2.155460000115757e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,[600],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.3192096999991918,0.0002128064666661,0.1,400.0,400.0,,,,,
LCDD,AdditionalLogs,recurring_drift_08,400.0,400.0,200.0,"[426, 874, 1324]","[500, 1000]",0.8,100.0,00:00:00,0.0117141000009723,7.809400000648263e-06,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_00,800.0,800.0,200.0,[1000],"[500, 1000]",0.6666666666666666,0.0,00:00:00,0.0094717999963904,6.314533330926982e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_02,800.0,800.0,5.0,[841],"[500, 1000]",0.6666666666666666,159.0,00:00:00,0.0258890999975847,1.7259399998389807e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,"[540, 1080]","[500, 1000]",1.0,60.0,00:00:00,0.2785994000005303,0.0001857329333336,0.1,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_00,,,,"[531, 1047]","[500, 1000]",1.0,39.0,00:00:03,3.0811131999944337,0.0020540754666629,0.1,100.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.3266695999991498,0.0002333354285708,0.05,400.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_03,800.0,800.0,100.0,[830],"[500, 1000]",0.6666666666666666,170.0,00:00:00,0.009694300002593,6.924500001852201e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_09,100.0,100.0,150.0,"[108, 500, 1000]","[500, 1000]",0.8,0.0,00:00:00,0.0295408999954815,1.9693933330321065e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_06,800.0,800.0,10.0,[923],"[500, 1000]",0.6666666666666666,77.0,00:00:00,0.0694358999971882,4.959707142656303e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_06,300.0,300.0,20.0,"[336, 644, 986, 1452]","[500, 1000]",0.6666666666666666,79.0,00:00:00,0.0754821000009542,5.032140000063616e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_02,,,,"[557, 1076]","[500, 1000]",1.0,66.5,00:00:03,3.675643199996557,0.0024504287999977,0.005,200.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_01,,,,"[450, 1098]","[500, 1000]",1.0,74.0,00:00:00,0.6496021999992081,0.000464001571428,0.1,300.0,700.0,,,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_00,,,,"[np.float64(434.0), np.float64(498.6666666666667), np.float64(699.0), np.float64(938.125), np.float64(1206.0)]","[500, 1000]",0.5714285714285715,31.604166666666657,00:00:00,0.3713793999995687,0.0002652709999996,,,,400.0,40.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_00,,,,"[np.float64(461.7142857142857), np.float64(699.0), np.float64(938.125), np.float64(1206.0)]","[500, 1000]",0.6666666666666666,50.08035714285714,00:00:00,0.3713793999995687,0.0002652709999996,,,,400.0,80.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_00,,,,"[np.float64(461.7142857142857), np.float64(699.0), np.float64(938.125), np.float64(1206.0)]","[500, 1000]",0.6666666666666666,50.08035714285714,00:00:00,0.3713793999995687,0.0002652709999996,,,,400.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_00,,,,"[np.float64(461.7142857142857), np.float64(699.0), np.float64(938.125), np.float64(1206.0)]","[500, 1000]",0.6666666666666666,50.08035714285714,00:00:00,0.3713793999995687,0.0002652709999996,,,,400.0,160.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_00,,,,"[np.float64(491.375), np.float64(938.125), np.float64(1206.0)]","[500, 1000]",0.8,35.25,00:00:00,0.3713793999995687,0.0002652709999996,,,,400.0,200.0,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_02,,,,[1097],"[500, 1000]",0.6666666666666666,97.0,00:00:04,4.406612999999197,0.0029377419999994,0.0001,200.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_01,,,,[864],"[500, 1000]",0.6666666666666666,136.0,00:00:00,0.8686090999981388,0.000579072733332,0.0001,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[546, 1134]","[500, 1000]",1.0,90.0,00:00:04,4.09650959999999,0.0027310063999999,0.0001,300.0,400.0,,,,,
LCDD,AdditionalLogs,recurring_drift_05,600.0,600.0,100.0,"[645, 1337]","[500, 1000]",0.5,145.0,00:00:00,0.0156767000007675,1.0451133333845064e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_08,,,,"[945, 1529]","[500, 1000]",0.5,55.0,00:00:02,2.3835499999986496,0.0015890333333324,0.005,100.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_04,600.0,600.0,10.0,"[633, 1492]","[500, 1000]",0.5,133.0,00:00:00,0.01371040000231,9.140266668206702e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.3915271000005305,0.000261018066667,0.005,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_04,,,,"[569, 1295]","[500, 1000]",0.5,69.0,00:00:02,2.172969999999623,0.0014486466666664,0.05,200.0,500.0,,,,,
LCDD,AdditionalLogs,gradual_drift_01,100.0,100.0,50.0,"[104, 221, 331, 441, 542, 647, 749, 860, 964, 1072, 1179, 1281, 1384]","[500, 1000]",0.2666666666666667,39.0,00:00:00,0.0269859999971231,1.9275714283659388e-05,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_01,100.0,100.0,100.0,"[101, 263, 363, 504, 618, 734, 838, 977, 1090, 1207, 1382]","[500, 1000]",0.3076923076923077,13.5,00:00:00,0.032276300000376,2.1517533333584047e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_02,800.0,800.0,20.0,[1003],"[500, 1000]",0.6666666666666666,3.0,00:00:00,0.0320305999994161,2.1353733332944103e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_01,1200.0,1200.0,200.0,[1248],"[500, 1000]",,,00:00:00,0.0262275999994017,1.873399999957265e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_00,,,,"[531, 1059]","[500, 1000]",1.0,45.0,00:00:03,3.025606199997128,0.002017070799998,0.05,100.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_07,,,,"[551, 1091]","[500, 1000]",1.0,71.0,00:00:00,0.6352767999997013,0.0004235178666664,0.0001,100.0,500.0,,,,,
LCDD,AdditionalLogs,gradual_drift_06,800.0,800.0,200.0,[923],"[500, 1000]",0.6666666666666666,77.0,00:00:00,0.0664783999964129,4.748457142600923e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_06,300.0,300.0,20.0,"[411, 725, 1028, 1392]","[500, 1000]",0.6666666666666666,58.5,00:00:00,0.0632772999961162,4.519807142579729e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_02,,,,"[450, 1071]","[500, 1000]",1.0,60.5,00:00:10,10.00250909999886,0.007144649357142,0.1,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_00,,,,"[551, 1154]","[500, 1000]",1.0,102.5,00:00:02,2.6762870000020484,0.0017841913333346,0.05,200.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_00,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.141491299997142,9.432753333142805e-05,0.05,400.0,700.0,,,,,
LCDD,AdditionalLogs,gradual_drift_05,600.0,600.0,10.0,"[657, 1309]","[500, 1000]",0.5,157.0,00:00:00,0.020042199997988,1.4315857141420044e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,"[513, 1042, 1492]","[500, 1000]",0.8,27.5,00:00:07,7.542958500001987,0.0053878275000014,0.1,300.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_00,,,,"[558, 1181]","[500, 1000]",1.0,119.5,00:00:02,2.575532399998337,0.0017170215999988,0.005,100.0,500.0,,,,,
LCDD,AdditionalLogs,sudden_drift_03,600.0,600.0,5.0,[816],"[500, 1000]",0.6666666666666666,184.0,00:00:00,0.0117060999982641,7.804066665509405e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[557, 1069]","[500, 1000]",1.0,63.0,00:00:09,9.086926899995888,0.0060579512666639,0.0001,300.0,500.0,,,,,
LCDD,AdditionalLogs,gradual_drift_09,400.0,400.0,50.0,"[408, 920]","[500, 1000]",1.0,86.0,00:00:00,0.0204114000007393,1.4579571429099557e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_04,200.0,200.0,200.0,"[234, 443, 677, 920, 1186, 1415]","[500, 1000]",0.5,68.5,00:00:00,0.0104225999966729,6.948399997781962e-06,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_00,300.0,300.0,5.0,"[413, 912]","[500, 1000]",1.0,87.5,00:00:00,0.0098136000015074,7.009714286791028e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_08,1200.0,1200.0,50.0,[1234],"[500, 1000]",,,00:00:00,0.0104089999949792,6.93933332998616e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_05,800.0,800.0,100.0,[888],"[500, 1000]",0.6666666666666666,112.0,00:00:00,0.1782808999996632,0.0001188539333331,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_06,300.0,300.0,20.0,"[309, 672, 1008, 1401]","[500, 1000]",0.6666666666666666,90.0,00:00:00,0.0746713999978965,4.978093333193101e-05,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_04,300.0,300.0,100.0,"[306, 628, 1000, 1475]","[500, 1000]",0.6666666666666666,64.0,00:00:00,0.0137131000010413,9.142066667360876e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,"[548, 1024, 1596]","[500, 1000]",0.8,36.0,00:00:02,2.2870493000009446,0.0015246995333339,0.1,100.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_03,300.0,300.0,5.0,"[301, 631, 962, 1284]","[500, 1000]",0.6666666666666666,84.5,00:00:00,0.0109297000017249,7.286466667816664e-06,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_01,200.0,200.0,200.0,"[303, 509, 712, 918, 1124, 1353]","[500, 1000]",0.5,45.5,00:00:00,0.0322756999958073,2.3054071425576696e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_03,800.0,800.0,100.0,[816],"[500, 1000]",0.6666666666666666,184.0,00:00:00,0.0172349999993457,1.148999999956383e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_06,400.0,400.0,20.0,"[411, 913, 1392]","[500, 1000]",0.8,88.0,00:00:00,0.2483024999964982,0.0001773589285689,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_00,100.0,100.0,5.0,"[100, 200, 329, 502, 609, 709, 829, 1000, 1143, 1246, 1442]","[500, 1000]",0.3076923076923077,1.0,00:00:00,0.0105983000030391,7.065533335359457e-06,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_09,600.0,600.0,5.0,[920],"[500, 1000]",0.6666666666666666,80.0,00:00:00,0.0233154000015929,1.6653857143994953e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_07,1200.0,1200.0,5.0,[],"[500, 1000]",,,00:00:00,0.0153051000015693,1.0932214286835265e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_02,,,,[900],"[500, 1000]",0.6666666666666666,100.0,00:00:01,1.147214399999939,0.0007648095999999,0.0001,200.0,700.0,,,,,
LCDD,AdditionalLogs,gradual_drift_08,200.0,200.0,20.0,"[208, 416, 649, 862, 1070, 1278]","[500, 1000]",0.5,77.0,00:00:00,0.0107766999935847,7.697642852560551e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[600, 1349]","[500, 1000]",0.5,100.0,00:00:01,1.327926199999638,0.000885284133333,0.005,400.0,400.0,,,,,
LCDD,AdditionalLogs,gradual_drift_00,800.0,800.0,50.0,[912],"[500, 1000]",0.6666666666666666,88.0,00:00:00,0.0153222000008099,1.0944428572007122e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_03,,,,"[558, 1098]","[500, 1000]",1.0,78.0,00:00:00,0.6400886000046739,0.0004572061428604,0.0001,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[192, 411, 591, 966, 1441]","[500, 1000]",0.5714285714285715,61.5,00:00:03,3.65725169999496,0.0024381677999966,0.05,100.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_01,,,,"[360, 981, 1520]","[500, 1000]",0.8,79.5,00:00:01,1.1655309999987369,0.0008325221428562,0.1,200.0,400.0,,,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_03,,,,"[np.float64(1008.1428571428571), np.float64(1390.0)]","[500, 1000]",0.5,8.14285714285711,00:00:00,0.3350719000009121,0.0002393370714292,,,,800.0,80.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_03,,,,"[np.float64(1008.1428571428571), np.float64(1390.0)]","[500, 1000]",0.5,8.14285714285711,00:00:00,0.3350719000009121,0.0002393370714292,,,,800.0,160.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_03,,,,[np.float64(1033.6)],"[500, 1000]",0.6666666666666666,33.59999999999991,00:00:00,0.3350719000009121,0.0002393370714292,,,,800.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_03,,,,[np.float64(1033.6)],"[500, 1000]",0.6666666666666666,33.59999999999991,00:00:00,0.3350719000009121,0.0002393370714292,,,,800.0,320.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_03,,,,[np.float64(808.9166666666666)],"[500, 1000]",0.6666666666666666,191.08333333333337,00:00:00,0.3350719000009121,0.0002393370714292,,,,800.0,400.0,,,
LCDD,AdditionalLogs,gradual_drift_04,200.0,200.0,100.0,"[201, 401, 655, 892, 1092, 1334]","[500, 1000]",0.5,95.5,00:00:00,0.0143792999951983,1.0270928567998844e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,[750],"[500, 1000]",,,00:00:49,49.25300559999596,0.0328353370666639,0.0001,200.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_06,800.0,800.0,200.0,[805],"[500, 1000]",0.6666666666666666,195.0,00:00:00,0.0773010999982943,5.153406666552958e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_04,100.0,100.0,200.0,"[108, 209, 309, 409, 512, 633, 757, 865, 980, 1080, 1186, 1295, 1415]","[500, 1000]",0.2666666666666667,16.0,00:00:00,0.0189881999976933,1.26587999984622e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_05,,,,[564],"[500, 1000]",0.6666666666666666,64.0,00:00:04,4.690600399997493,0.0031270669333316,0.005,300.0,400.0,,,,,
LCDD,AdditionalLogs,gradual_drift_00,600.0,600.0,10.0,[912],"[500, 1000]",0.6666666666666666,88.0,00:00:00,0.012439499994798,8.885357139141498e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_05,,,,[600],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.4251991999990423,0.000303713714285,0.0001,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,[708],"[500, 1000]",,,00:00:03,3.0965579000039725,0.0020643719333359,0.0001,200.0,700.0,,,,,
LCDD,AdditionalLogs,gradual_drift_08,1200.0,1200.0,20.0,[1235],"[500, 1000]",,,00:00:00,0.0100392999956966,7.170928568354741e-06,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_01,200.0,200.0,200.0,"[213, 448, 795, 1000, 1254]","[500, 1000]",0.5714285714285715,26.0,00:00:00,0.1768441000021994,0.0001178960666681,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_06,,,,"[550, 766, 1313]","[500, 1000]",0.4,50.0,00:00:05,5.211058799999591,0.0034740391999997,0.1,100.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_07,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.182042000000365,0.0001213613333335,0.05,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,"[312, 624, 1027, 1675]","[500, 1000]",0.6666666666666666,75.5,00:00:00,0.8812617999938084,0.0005875078666625,0.05,100.0,500.0,,,,,
LCDD,AdditionalLogs,gradual_drift_08,600.0,600.0,150.0,"[607, 1235]","[500, 1000]",0.5,107.0,00:00:00,0.0107490999944275,7.677928567448232e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_01,,,,"[555, 1095]","[500, 1000]",1.0,75.0,00:00:07,7.341645299995434,0.0052440323571395,0.0001,100.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_00,,,,"[651, 1174]","[500, 1000]",1.0,162.5,00:00:03,3.171498699994117,0.0021143324666627,0.0001,200.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_09,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.4551123999990523,0.000303408266666,0.005,400.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_00,400.0,400.0,200.0,"[413, 912]","[500, 1000]",1.0,87.5,00:00:00,0.0090127000003121,6.437642857365843e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_04,,,,"[624, 1164]","[500, 1000]",1.0,144.0,00:00:02,2.770007999999507,0.0018466719999996,0.05,300.0,400.0,,,,,
LCDD,AdditionalLogs,recurring_drift_08,800.0,800.0,50.0,[892],"[500, 1000]",0.6666666666666666,108.0,00:00:00,0.0122633999999379,8.17559999995865e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[501, 982]","[500, 1000]",1.0,9.5,00:00:12,12.526422800001455,0.0089474448571438,0.0001,300.0,700.0,,,,,
LCDD,AdditionalLogs,gradual_drift_01,800.0,800.0,20.0,[911],"[500, 1000]",0.6666666666666666,89.0,00:00:00,0.0301494000013917,2.1535285715279835e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_05,,,,"[435, 795, 1288]","[500, 1000]",0.4,65.0,00:00:02,2.8936236999943503,0.0020668740714245,0.1,200.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_08,,,,"[741, 1553]","[500, 1000]",,,00:00:01,1.1554944000017713,0.0007703296000011,0.05,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_07,,,,[617],"[500, 1000]",0.6666666666666666,117.0,00:00:00,0.7772121000016341,0.0005551515000011,0.0001,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_02,,,,[600],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.8577949000027729,0.0005718632666685,0.0001,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_01,,,,"[600, 1540]","[500, 1000]",0.5,100.0,00:00:00,0.8004811000064365,0.0005717722142903,0.0001,400.0,400.0,,,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_08,,,,"[np.float64(1027.8387096774193), np.float64(1423.6666666666667)]","[500, 1000]",0.5,27.83870967741928,00:00:00,0.5505800999962958,0.0003670533999975,,,,600.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_08,,,,[np.float64(803.6470588235294)],"[500, 1000]",0.6666666666666666,196.3529411764706,00:00:00,0.5505800999962958,0.0003670533999975,,,,600.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_08,,,,[np.float64(803.6470588235294)],"[500, 1000]",0.6666666666666666,196.3529411764706,00:00:00,0.5505800999962958,0.0003670533999975,,,,600.0,180.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_08,,,,[np.float64(803.6470588235294)],"[500, 1000]",0.6666666666666666,196.3529411764706,00:00:00,0.5505800999962958,0.0003670533999975,,,,600.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_08,,,,[np.float64(803.6470588235294)],"[500, 1000]",0.6666666666666666,196.3529411764706,00:00:00,0.5505800999962958,0.0003670533999975,,,,600.0,300.0,,,
