Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Window Size,SW Step Size,ADWIN Step Size
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_pm,0.0001,400.0,700.0,[1346],[499],,,00:00:14,14.39665149999928,0.0143966514999992,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_OIR,0.005,400.0,600.0,[600],[499],1.0,101.0,00:00:00,0.1465955000003305,0.0001465955000003,,,,,,,,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_5,0.05,400.0,500.0,[],"[999, 1999]",,,00:00:02,2.334798500000033,0.0023347985,,,,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,0.1,100.0,600.0,[],"[999, 1999]",,,00:00:02,2.495460699999967,0.0024954606999999,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_cb,,,,[447],[499],1.0,52.0,00:00:00,0.0076900999993085,7.690099999308587e-06,300.0,300.0,5.0,,,,,
LCDD,Ostovar,Nested_IRO_output_IRO_2,,,,[802],"[999, 1999]",0.6666666666666666,197.0,00:00:00,0.0485556999992695,4.8555699999269566e-05,800.0,800.0,100.0,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,,[np.float64(448.5)],[499],1.0,50.5,00:00:00,0.2478509000011399,0.0002478509000011,,,,400.0,40.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,,[np.float64(448.5)],[499],1.0,50.5,00:00:00,0.2478509000011399,0.0002478509000011,,,,400.0,80.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,,[np.float64(448.5)],[499],1.0,50.5,00:00:00,0.2478509000011399,0.0002478509000011,,,,400.0,120.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,,[np.float64(448.5)],[499],1.0,50.5,00:00:00,0.2478509000011399,0.0002478509000011,,,,400.0,160.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,,[np.float64(448.5)],[499],1.0,50.5,00:00:00,0.2478509000011399,0.0002478509000011,,,,400.0,200.0,,,
Process Graph Metrics,Ostovar,Nested_ROI_output_ROI_5,0.0001,300.0,700.0,[],"[999, 1999]",,,00:00:02,2.290589899999759,0.0022905898999997,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cd,0.005,300.0,400.0,[],[499],,,00:00:00,0.6191763999995601,0.0006191763999995,,,,,,,,
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO,0.005,400.0,700.0,[],"[999, 1999]",,,00:00:01,1.6504922000003717,0.0016504922000003,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_pl,,,,[],[499],,,00:00:00,0.0109236999996937,1.092369999969378e-05,800.0,800.0,20.0,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_OIR,,,,[447],[499],1.0,52.0,00:00:00,0.0173162999999476,1.731629999994766e-05,300.0,300.0,100.0,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_lp,,,,[],[499],,,00:00:00,0.0118168000008154,1.181680000081542e-05,1200.0,1200.0,5.0,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_lp,,,,[],[499],,,00:00:00,0.0188392999989446,1.8839299998944625e-05,800.0,800.0,50.0,,,,,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR,0.005,300.0,500.0,[],"[999, 1999]",,,00:00:01,1.8710831999997024,0.0018710831999997,,,,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,,,,[],[499],,,00:00:00,0.2232382000001962,0.0002232382000001,,,,500.0,50.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,,,,[],[499],,,00:00:00,0.2232382000001962,0.0002232382000001,,,,500.0,100.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,,,,[],[499],,,00:00:00,0.2232382000001962,0.0002232382000001,,,,500.0,150.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,,,,[],[499],,,00:00:00,0.2232382000001962,0.0002232382000001,,,,500.0,200.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,,,,[],[499],,,00:00:00,0.2232382000001962,0.0002232382000001,,,,500.0,250.0,,,
Zheng DBSCAN,Ostovar,Atomic_Loop_output_Loop_5,,,,[np.float64(859.8045977011494)],"[999, 1999]",0.6666666666666666,139.19540229885058,00:00:01,1.6654081999986374,0.0016654081999986,,,,700.0,70.0,,,
Zheng DBSCAN,Ostovar,Atomic_Loop_output_Loop_5,,,,[np.float64(859.8045977011494)],"[999, 1999]",0.6666666666666666,139.19540229885058,00:00:01,1.6654081999986374,0.0016654081999986,,,,700.0,140.0,,,
Zheng DBSCAN,Ostovar,Atomic_Loop_output_Loop_5,,,,[np.float64(859.8045977011494)],"[999, 1999]",0.6666666666666666,139.19540229885058,00:00:01,1.6654081999986374,0.0016654081999986,,,,700.0,210.0,,,
Zheng DBSCAN,Ostovar,Atomic_Loop_output_Loop_5,,,,[np.float64(859.8045977011494)],"[999, 1999]",0.6666666666666666,139.19540229885058,00:00:01,1.6654081999986374,0.0016654081999986,,,,700.0,280.0,,,
Zheng DBSCAN,Ostovar,Atomic_Loop_output_Loop_5,,,,[np.float64(859.8045977011494)],"[999, 1999]",0.6666666666666666,139.19540229885058,00:00:01,1.6654081999986374,0.0016654081999986,,,,700.0,350.0,,,
LCDD,Ostovar,Atomic_Swap_output_Swap,,,,[],"[999, 1999]",,,00:00:00,0.0511747000000468,5.117470000004687e-05,400.0,400.0,10.0,,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_2,0.0001,300.0,600.0,[1140],"[999, 1999]",0.6666666666666666,141.0,00:00:03,3.426522499999919,0.0034265224999999,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_2,0.005,300.0,600.0,[],"[999, 1999]",,,00:00:02,2.1308358000005683,0.0021308358000005,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_re,,,,[],[499],,,00:00:00,0.0111608999995951,1.116089999959513e-05,600.0,600.0,150.0,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_IOR,,,,[],[499],,,00:00:00,0.0182662999995955,1.8266299999595503e-05,600.0,600.0,150.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,0.0001,200.0,700.0,[],"[999, 1999]",,,00:00:02,2.3739402999999584,0.0023739402999999,,,,,,,,
Process Graph Metrics,Ostovar,Nested_ROI_output_ROI_2,0.0001,100.0,500.0,[],"[999, 1999]",,,00:00:02,2.895712999999887,0.0028957129999998,,,,,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_2,0.005,100.0,700.0,[],"[999, 1999]",,,00:00:02,2.7072303000004467,0.0027072303000004,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cp,0.1,300.0,400.0,[454],[499],1.0,45.0,00:00:00,0.3565372000011848,0.0003565372000011,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cf,0.05,300.0,600.0,[748],[499],,,00:00:07,7.042010499999378,0.0070420104999993,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_cp,,,,[447],[499],1.0,52.0,00:00:00,0.0114356000012776,1.1435600001277637e-05,100.0,100.0,50.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_ROI,0.1,300.0,500.0,[468],[499],1.0,31.0,00:00:00,0.6455932000008033,0.0006455932000008,,,,,,,,
Zheng DBSCAN,Ostovar,Atomic_Frequency_output_Frequency,,,,[],"[999, 1999]",,,00:00:00,0.7699126999996224,0.0007699126999996,,,,400.0,40.0,,,
Zheng DBSCAN,Ostovar,Atomic_Frequency_output_Frequency,,,,[],"[999, 1999]",,,00:00:00,0.7699126999996224,0.0007699126999996,,,,400.0,80.0,,,
Zheng DBSCAN,Ostovar,Atomic_Frequency_output_Frequency,,,,[],"[999, 1999]",,,00:00:00,0.7699126999996224,0.0007699126999996,,,,400.0,120.0,,,
Zheng DBSCAN,Ostovar,Atomic_Frequency_output_Frequency,,,,[],"[999, 1999]",,,00:00:00,0.7699126999996224,0.0007699126999996,,,,400.0,160.0,,,
Zheng DBSCAN,Ostovar,Atomic_Frequency_output_Frequency,,,,[],"[999, 1999]",,,00:00:00,0.7699126999996224,0.0007699126999996,,,,400.0,200.0,,,
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO,0.0001,300.0,400.0,[],"[999, 1999]",,,00:00:01,1.7909245999999257,0.0017909245999999,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_re,0.05,400.0,700.0,[600],[499],1.0,101.0,00:00:00,0.11774879999939,0.0001177487999993,,,,,,,,
LCDD,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,,"[100, 200, 301, 401, 501, 601, 701, 801, 901]","[999, 1999]",0.1818181818181818,98.0,00:00:00,0.0400765000013052,4.0076500001305245e-05,100.0,100.0,100.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_sw,0.005,200.0,600.0,[],[499],,,00:00:00,0.5685556999997061,0.0005685556999997,,,,,,,,
LCDD,Ostovar,Composite_ROI_output_ROI_5,,,,"[400, 801]","[999, 1999]",0.5,198.0,00:00:00,0.0281952999994246,2.8195299999424605e-05,400.0,400.0,5.0,,,,,
LCDD,Ostovar,Composite_ROI_output_ROI_2,,,,"[400, 802]","[999, 1999]",0.5,197.0,00:00:00,0.0325775999990582,3.2577599999058294e-05,400.0,400.0,100.0,,,,,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_5,0.005,100.0,500.0,[],"[999, 1999]",,,00:00:03,3.527224400000705,0.0035272244000007,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_OIR,0.0001,300.0,500.0,[551],[499],1.0,52.0,00:00:03,3.312370599998758,0.0033123705999987,,,,,,,,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO_5,0.05,200.0,700.0,[],"[999, 1999]",,,00:00:02,2.9905443000006926,0.0029905443000006,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove,0.1,300.0,500.0,[],"[999, 1999]",,,00:00:01,1.8561485999998693,0.0018561485999998,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cp,0.0001,400.0,700.0,[],[499],,,00:00:15,15.474031800000375,0.0154740318000003,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_cb,,,,[],[499],,,00:00:00,0.0077328999996097,7.732899999609799e-06,800.0,800.0,200.0,,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_2,0.05,200.0,600.0,[],"[999, 1999]",,,00:00:02,2.465458299999227,0.0024654582999992,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_ROI,0.005,100.0,700.0,"[481, 1180]",[499],0.6666666666666666,18.0,00:00:04,4.785128800000166,0.0047851288000001,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cp,0.05,300.0,600.0,[1030],[499],,,00:00:20,20.937816900001053,0.020937816900001,,,,,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,0.1,200.0,600.0,[],"[999, 1999]",,,00:00:02,2.971681400000307,0.0029716814000003,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_re,,,,[],[499],,,00:00:00,0.0107189000009384,1.0718900000938446e-05,800.0,800.0,5.0,,,,,
LCDD,Ostovar,Composite_IOR_output_IOR_5,,,,"[302, 602, 905]","[999, 1999]",0.4,94.0,00:00:00,0.0398212000000057,3.982120000000577e-05,300.0,300.0,50.0,,,,,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR,0.1,200.0,600.0,[],"[999, 1999]",,,00:00:01,1.887533600000097,0.0018875336,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_RIO,,,,[447],[499],1.0,52.0,00:00:00,0.0102734000010968,1.0273400001096888e-05,300.0,300.0,200.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cf,0.05,100.0,500.0,[749],[499],,,00:00:06,6.681725299999016,0.006681725299999,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_sw,,,,[448],[499],1.0,51.0,00:00:00,0.0172499999989668,1.7249999998966815e-05,200.0,200.0,100.0,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_sw,,,,[448],[499],1.0,51.0,00:00:00,0.0078964000003907,7.896400000390714e-06,300.0,300.0,150.0,,,,,
LCDD,Ostovar,Composite_ORI_output_ORI_5,,,,"[100, 200, 300, 402, 505, 605, 706, 806, 908]","[999, 1999]",0.1818181818181818,91.0,00:00:00,0.0494364000005589,4.943640000055893e-05,100.0,100.0,10.0,,,,,
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI_2,0.05,400.0,600.0,[975],"[999, 1999]",0.6666666666666666,24.0,00:00:01,1.994580099999439,0.0019945800999994,,,,,,,,
LCDD,Ostovar,Composite_ROI_output_ROI_5,,,,"[301, 604, 904]","[999, 1999]",0.4,95.0,00:00:00,0.0289188000006106,2.8918800000610645e-05,300.0,300.0,150.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_OIR,0.005,400.0,600.0,[600],[499],1.0,101.0,00:00:00,0.1126733000000967,0.0001126733,,,,,,,,
LCDD,Ostovar,Nested_RIO_output_RIO,,,,[],"[999, 1999]",,,00:00:00,0.0381746000002749,3.817460000027495e-05,1200.0,1200.0,100.0,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_rp,,,,[448],[499],1.0,51.0,00:00:00,0.0123939000004611,1.2393900000461143e-05,100.0,100.0,20.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_ROI,0.1,100.0,700.0,"[270, 530]",[499],0.6666666666666666,31.0,00:00:00,0.4936357000005955,0.0004936357000005,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cd,0.005,100.0,700.0,[],[499],,,00:00:00,0.7156152000006841,0.0007156152000006,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cb,0.0001,200.0,700.0,[637],[499],1.0,138.0,00:00:00,0.8337754999993194,0.0008337754999993,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_5,0.0001,100.0,700.0,[],"[999, 1999]",,,00:00:02,2.0861072999996395,0.0020861072999996,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_re,,,,[447],[499],1.0,52.0,00:00:00,0.0161709000003611,1.6170900000361142e-05,100.0,100.0,5.0,,,,,
LCDD,Ostovar,Nested_RIO_output_RIO_5,,,,"[402, 802]","[999, 1999]",0.5,197.0,00:00:00,0.0384656999995058,3.846569999950589e-05,400.0,400.0,5.0,,,,,
LCDD,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,,,,"[303, 605, 908]","[999, 1999]",0.4,91.0,00:00:00,0.0579933000008168,5.799330000081682e-05,300.0,300.0,100.0,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_pl,,,,[],[499],,,00:00:00,0.0163974999995843,1.63974999995844e-05,800.0,800.0,150.0,,,,,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,,,,[],"[999, 1999]",,,00:00:01,1.772031000000425,0.0017720310000004,,,,600.0,60.0,,,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,,,,[],"[999, 1999]",,,00:00:01,1.772031000000425,0.0017720310000004,,,,600.0,120.0,,,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,,,,[],"[999, 1999]",,,00:00:01,1.772031000000425,0.0017720310000004,,,,600.0,180.0,,,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,,,,[],"[999, 1999]",,,00:00:01,1.772031000000425,0.0017720310000004,,,,600.0,240.0,,,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,,,,[],"[999, 1999]",,,00:00:01,1.772031000000425,0.0017720310000004,,,,600.0,300.0,,,
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_5,0.1,300.0,400.0,[],"[999, 1999]",,,00:00:02,2.350967899999887,0.0023509678999998,,,,,,,,
LCDD,Ostovar,Composite_RIO_output_RIO_5,,,,"[300, 605, 912]","[999, 1999]",0.4,87.0,00:00:00,0.0417046000002301,4.170460000023013e-05,300.0,300.0,5.0,,,,,
LCDD,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,,[611],"[999, 1999]",,,00:00:00,0.0380453999987366,3.804539999873668e-05,600.0,600.0,10.0,,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_2,0.0001,300.0,600.0,[],"[999, 1999]",,,00:00:02,2.2786657999986346,0.0022786657999986,,,,,,,,
LCDD,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,,[606],"[999, 1999]",,,00:00:00,0.1486735000016779,0.0001486735000016,600.0,600.0,10.0,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_lp,,,,[448],[499],1.0,51.0,00:00:00,0.0114516999983607,1.145169999836071e-05,400.0,400.0,200.0,,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_2,0.005,200.0,500.0,[],"[999, 1999]",,,00:00:02,2.921854099999109,0.0029218540999991,,,,,,,,
LCDD,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,,[611],"[999, 1999]",,,00:00:00,0.0483356000004278,4.833560000042781e-05,600.0,600.0,20.0,,,,,
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI,0.005,200.0,400.0,[],"[999, 1999]",,,00:00:19,19.836552999999185,0.0198365529999991,,,,,,,,
LCDD,Ostovar,Nested_ROI_output_ROI,,,,[],"[999, 1999]",,,00:00:00,0.0491709999987506,4.917099999875064e-05,400.0,400.0,150.0,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_IRO,,,,[],[499],,,00:00:00,0.0089379000000917,8.937900000091759e-06,1200.0,1200.0,10.0,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_cp,,,,[447],[499],1.0,52.0,00:00:00,0.0123524999999062,1.2352499999906283e-05,300.0,300.0,50.0,,,,,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_2,0.1,200.0,500.0,[],"[999, 1999]",,,00:00:01,1.5720313000001624,0.0015720313000001,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_OIR,,,,[447],[499],1.0,52.0,00:00:00,0.0216557000003376,2.1655700000337675e-05,100.0,100.0,50.0,,,,,
LCDD,Ostovar,Composite_ROI_output_ROI_2,,,,"[200, 400, 600, 802]","[999, 1999]",0.3333333333333333,197.0,00:00:00,0.0344466999995347,3.444669999953476e-05,200.0,200.0,20.0,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove_5,0.0001,100.0,600.0,[],"[999, 1999]",,,00:00:03,3.675559699999212,0.0036755596999992,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,0.05,100.0,500.0,[],"[999, 1999]",,,00:00:02,2.96123869999974,0.0029612386999997,,,,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,0.1,200.0,400.0,[],"[999, 1999]",,,00:00:02,2.6470143999995344,0.0026470143999995,,,,,,,,
LCDD,Ostovar,Atomic_Swap_output_Swap_2,,,,[615],"[999, 1999]",,,00:00:00,0.042956299999787,4.295629999978701e-05,600.0,600.0,5.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_RIO,0.0001,300.0,700.0,[],[499],,,00:00:00,0.5016603999993094,0.0005016603999993,,,,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pl,,,,[],[499],,,00:00:00,0.2106033000000025,0.0002106033,,,,400.0,40.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pl,,,,[],[499],,,00:00:00,0.2106033000000025,0.0002106033,,,,400.0,80.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pl,,,,[],[499],,,00:00:00,0.2106033000000025,0.0002106033,,,,400.0,120.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pl,,,,[],[499],,,00:00:00,0.2106033000000025,0.0002106033,,,,400.0,160.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pl,,,,[],[499],,,00:00:00,0.2106033000000025,0.0002106033,,,,400.0,200.0,,,
LCDD,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,,,,[],"[999, 1999]",,,00:00:00,0.0379102000006241,3.791020000062417e-05,600.0,600.0,50.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_ROI,0.005,400.0,500.0,[600],[499],1.0,101.0,00:00:00,0.1034579999995912,0.0001034579999995,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_pl,,,,[],[499],,,00:00:00,0.0117190000000846,1.1719000000084636e-05,1200.0,1200.0,50.0,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_pm,,,,[],[499],,,00:00:00,0.0106678000011015,1.0667800001101568e-05,1200.0,1200.0,50.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cd,0.1,100.0,400.0,[],[499],,,00:00:00,0.6206240999999864,0.0006206240999999,,,,,,,,
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI_5,0.005,200.0,600.0,[],"[999, 1999]",,,00:00:03,3.2392046000004484,0.0032392046000004,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_pm,0.05,200.0,500.0,[904],[499],,,00:00:09,9.922961399999622,0.0099229613999996,,,,,,,,
LCDD,Ostovar,Nested_ORI_output_ORI,,,,[],"[999, 1999]",,,00:00:00,0.0382346999995206,3.823469999952067e-05,600.0,600.0,10.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_re,0.1,400.0,500.0,[600],[499],1.0,101.0,00:00:00,0.1156987999984267,0.0001156987999984,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_cb,,,,[447],[499],1.0,52.0,00:00:00,0.0157025999997131,1.5702599999713128e-05,400.0,400.0,50.0,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,0.005,300.0,500.0,[],"[999, 1999]",,,00:00:01,1.6467493000000104,0.0016467493,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_re,,,,[],[499],,,00:00:00,0.009511599999314,9.511599999314058e-06,600.0,600.0,100.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_IRO,0.005,100.0,600.0,[540],[499],1.0,41.0,00:00:00,0.4226704000011523,0.0004226704000011,,,,,,,,
LCDD,Ostovar,Composite_IOR_output_IOR,,,,[],"[999, 1999]",,,00:00:00,0.0345855000014125,3.458550000141258e-05,800.0,800.0,200.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,0.05,100.0,500.0,[],"[999, 1999]",,,00:00:03,3.1167170999997325,0.0031167170999997,,,,,,,,
LCDD,Ostovar,Atomic_Loop_output_Loop_2,,,,"[402, 802]","[999, 1999]",0.5,197.0,00:00:00,0.0391997000006085,3.919970000060857e-05,400.0,400.0,10.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_re,0.0001,100.0,400.0,[541],[499],1.0,42.0,00:00:02,2.8305774000000383,0.0028305774,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_re,0.1,400.0,500.0,[600],[499],1.0,101.0,00:00:00,0.1134984999989683,0.0001134984999989,,,,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cf,,,,[],[499],,,00:00:00,0.178356000000349,0.0001783560000003,,,,800.0,80.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cf,,,,[],[499],,,00:00:00,0.178356000000349,0.0001783560000003,,,,800.0,160.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cf,,,,[],[499],,,00:00:00,0.178356000000349,0.0001783560000003,,,,800.0,240.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cf,,,,[],[499],,,00:00:00,0.178356000000349,0.0001783560000003,,,,800.0,320.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cf,,,,[],[499],,,00:00:00,0.178356000000349,0.0001783560000003,,,,800.0,400.0,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cp,0.05,300.0,700.0,[480],[499],1.0,19.0,00:00:01,1.168838900000992,0.0011688389000009,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove,0.05,300.0,600.0,[],"[999, 1999]",,,00:00:01,1.8650582000009308,0.0018650582000009,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_IRO,,,,[447],[499],1.0,52.0,00:00:00,0.0159464999996998,1.594649999969988e-05,200.0,200.0,50.0,,,,,
LCDD,Ostovar,Nested_RIO_output_RIO_2,,,,[600],"[999, 1999]",,,00:00:00,0.0323776999994152,3.23776999994152e-05,600.0,600.0,100.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_rp,0.0001,100.0,700.0,[596],[499],1.0,97.0,00:00:02,2.335394499999893,0.0023353944999998,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove,0.0001,200.0,700.0,[],"[999, 1999]",,,00:00:01,1.9810010000001057,0.0019810010000001,,,,,,,,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR_2,,,,[np.float64(498.12179487179486)],"[999, 1999]",,,00:00:01,1.483964000000924,0.0014839640000009,,,,400.0,40.0,,,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR_2,,,,[np.float64(498.12179487179486)],"[999, 1999]",,,00:00:01,1.483964000000924,0.0014839640000009,,,,400.0,80.0,,,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR_2,,,,[np.float64(498.12179487179486)],"[999, 1999]",,,00:00:01,1.483964000000924,0.0014839640000009,,,,400.0,120.0,,,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR_2,,,,[np.float64(498.12179487179486)],"[999, 1999]",,,00:00:01,1.483964000000924,0.0014839640000009,,,,400.0,160.0,,,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR_2,,,,[np.float64(498.12179487179486)],"[999, 1999]",,,00:00:01,1.483964000000924,0.0014839640000009,,,,400.0,200.0,,,
LCDD,Ostovar,Atomic_Skip_output_Skip_2,,,,[801],"[999, 1999]",0.6666666666666666,198.0,00:00:00,0.028697199999442,2.869719999944209e-05,800.0,800.0,10.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,0.1,100.0,600.0,[],"[999, 1999]",,,00:00:02,2.9097275999993144,0.0029097275999993,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_pm,,,,[448],[499],1.0,51.0,00:00:00,0.0132274000006873,1.322740000068734e-05,200.0,200.0,10.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_lp,0.1,200.0,600.0,[464],[499],1.0,35.0,00:00:01,1.2837445000004664,0.0012837445000004,,,,,,,,
